Sample in Buffer,Sample in Window,TRIGGER,U_cpu/inst[31:0],debug_wb_pc[31:0],debug_wb_rf_wdata[31:0],debug_wb_rf_addr[4:0],clk_IBUF_BUFG,debug_wb_rf_wen,p_0_in
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
995,995,0,00222022,0000000c,fffffffe,04,0,1,1
996,996,0,00222824,00000010,00000000,05,0,1,1
997,997,0,00223025,00000014,00000002,06,0,1,1
998,998,0,00223826,00000018,00000002,07,0,1,1
999,999,0,0022402a,0000001c,00000001,08,0,1,1
1000,1000,0,ac010008,00000020,00000000,00,0,0,1
1001,1001,0,ac020004,00000024,00000000,00,0,0,1
1002,1002,0,10050002,00000028,00000000,00,0,0,1
1003,1003,0,0800000f,00000034,00000000,00,0,0,1
1004,1004,0,8c000000,0000003c,00000002,00,0,1,1
1005,1005,0,00000000,00000040,00000000,00,0,0,1
1006,1006,0,08000000,00000044,00000000,00,0,0,1
1007,1007,0,8c010004,00000000,00000000,01,0,1,1
1008,1008,0,8c020008,00000004,00000002,02,0,1,1
1009,1009,0,00221820,00000008,00000002,03,0,1,1
1010,1010,0,00222022,0000000c,fffffffe,04,0,1,1
1011,1011,0,00222824,00000010,00000000,05,0,1,1
1012,1012,0,00223025,00000014,00000002,06,0,1,1
1013,1013,0,00223826,00000018,00000002,07,0,1,1
1014,1014,0,0022402a,0000001c,00000001,08,0,1,1
1015,1015,0,ac010008,00000020,00000000,00,0,0,1
1016,1016,0,ac020004,00000024,00000000,00,0,0,1
1017,1017,0,10050002,00000028,00000000,00,0,0,1
1018,1018,0,0800000f,00000034,00000000,00,0,0,1
1019,1019,0,8c000000,0000003c,00000002,00,0,1,1
1020,1020,0,00000000,00000040,00000000,00,0,0,1
1021,1021,0,08000000,00000044,00000000,00,0,0,1
1022,1022,0,8c010004,00000000,00000000,01,0,1,1
1023,1023,0,8c020008,00000004,00000002,02,0,1,1
